name,date,title,pre_email,company_url
CATCHON,"September 21, 2021","New Report from CatchOn, Digital Promise, and Project Tomorrow Details Best Practices for Using Digital Engagement Data to Drive Learning",chris@prwithpanache.com,https://www.k12dive.com/press-release/20210920-new-report-from-catchon-digital-promise-and-project-tomorrow-details-best/
LEARNING ALLY,"September 17, 2021",NYC Administrators Seeking Supplemental Reading Support Can Now Order the Learning Ally Audiobook Solution in FAMIS,vchernek@learningally.org,https://www.k12dive.com/press-release/20210917-nyc-administrators-seeking-supplemental-reading-support-can-now-order-the-l/
TEACHAIDS,"September 17, 2021",SportsEdTV Partners with TeachAids to Expose Concussion Education to the Masses,michelle@kafkamediagroup.com,https://www.k12dive.com/press-release/20210917-sportsedtv-partners-with-teachaids-to-expose-concussion-education-to-the-ma/
ASU PREP DIGITAL,"September 16, 2021",ASU Prep Digital Forges Partnership with Ohio Charter School Network to Reduce Student Learning Loss Due to COVID Quarantine,kristy@dualitypr.com,https://www.k12dive.com/press-release/20210916-asu-prep-digital-forges-partnership-with-ohio-charter-school-network-to-red/
MIEN COMPANY,"September 15, 2021",MiEN Company Releases White Paper on Creating “Future-Ready” K-12 Libraries,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210914-mien-company-releases-white-paper-on-creating-future-ready-k-12-libraries/
7 MINDSETS,"September 15, 2021",New Mexico State Department of Education Partners with 7 Mindsets to Launch New Online Social Emotional Learning Portal,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210914-new-mexico-state-department-of-education-partners-with-7-mindsets-to-launch/
FEV TUTOR,"September 14, 2021",FEV Tutor Named 2021 Tech Edvocate Award Winner for Best Tutoring/Test Prep App or Tool,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210914-fev-tutor-named-2021-tech-edvocate-award-winner-for-best-tutoringtest-prep/
Not Provided,"September 09, 2021","Google Products, Kahoot! and Zoom are the Digital Tools Accessed by the Most Students and Educators in 2020/21 School Year",alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20210909-google-products-kahoot-and-zoom-are-the-digital-tools-accessed-by-the-mos-1/
PARENTSQUARE,"September 09, 2021",ParentSquare Celebrates 10th Anniversary of Unifying School-Home Communications and Strengthening Family Engagement,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210908-parentsquare-celebrates-10th-anniversary-of-unifying-school-home-communicat/
BERGMEYER,"September 07, 2021",The Hip Hop Architecture Camp Announces Partnership with Bergmeyer for 2021-22 Scholarship + Internship Program,Not Provided,https://www.k12dive.com/press-release/20210907-the-hip-hop-architecture-camp-announces-partnership-with-bergmeyer-for-2021/
FEV TUTOR,"September 07, 2021",Texas Education Agency Approves FEV Tutor as a Full-Service Provider in New Statewide High-Impact Tutoring Initiative,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210907-texas-education-agency-approves-fev-tutor-as-a-full-service-provider-in-new/
7 MINDSETS,"September 01, 2021",Illinois’ Decatur Public Schools Selects 7 Mindsets for Districtwide Implementation,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210831-illinois-decatur-public-schools-selects-7-mindsets-for-districtwide-implem/
INFOBASE,"August 31, 2021","Infobase Adds New Enhancements to Learn360, Making the Ultimate Resource for K-12 Schools",ashea@infobase.com,https://www.k12dive.com/press-release/20210831-infobase-adds-new-enhancements-to-learn360-making-the-ultimate-resource-fo/
VHS LEARNING,"August 30, 2021",New Schools in Six States and Internationally Give Students Courses from VHS Learning,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210830-new-schools-in-six-states-and-internationally-give-students-courses-from-vh/
"TEAMOLOGY, LLC","August 29, 2021","TEAMology Launches Teamtalk, an Intuitive, Hybrid, Social & Emotional Learning Screening and Coaching Tool for Students in Grades 3-8.",Not Provided,https://www.k12dive.com/press-release/20210829-teamology-launches-teamtalk-an-intuitive-hybrid-social-emotional-learn/
TEACHAIDS,"August 27, 2021",The Nation’s Largest Youth Sports League Franchise Promotes CrashCourse Concussion Education to Change Culture of Youth Sports,Not Provided,https://www.k12dive.com/press-release/20210827-the-nations-largest-youth-sports-league-franchise-promotes-crashcourse-con/
7 MINDSETS,"August 25, 2021",7 Mindsets Publishes New K-12 Guide on SEL Funding from the American Rescue Plan,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210825-7-mindsets-publishes-new-k-12-guide-on-sel-funding-from-the-american-rescue/
LOGITECH,"August 25, 2021",43% of Information Tech Decision Makers Will Purchase More EdTech Tools in 2021-2022,Not Provided,https://www.k12dive.com/press-release/20210825-43-of-information-tech-decision-makers-will-purchase-more-edtech-tools-in/
LEXIA LEARNING,"August 23, 2021","Lexia Learning Launches Customer Advisory Board to Deepen Educator Insights, Relationships, and Collaboration",charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210823-lexia-learning-launches-customer-advisory-board-to-deepen-educator-insights/
NOVUS CONSULTING GROUP,"August 23, 2021",Novus Consulting Group Introduces New Approach to Cyber Citizenship Education with Course Focused on Digital Wellness,media@novusgroup.co,https://www.k12dive.com/press-release/20210823-novus-consulting-group-introduces-new-approach-to-cyber-citizenship-educati/
CODERZ,"August 18, 2021",CoderZ Launches Initiative to Engage Students in STEM with the Amazon Cyber Robotics Challenge,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210818-coderz-launches-initiative-to-engage-students-in-stem-with-the-amazon-cyber/
LEXIA LEARNING,"August 16, 2021",Alabama Expands Use of LETRS Professional Learning Course Statewide,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210816-alabama-expands-use-of-letrs-professional-learning-course-statewide/
ASU PREP DIGITAL,"August 13, 2021",ASU Prep Digital Partnerships with Utah Schools Provide Model for Expanding Educational Opportunities,kristy@dualitypr.com,https://www.k12dive.com/press-release/20210812-asu-prep-digital-partnerships-with-utah-schools-provide-model-for-expanding/
"GALE, A CENGAGE COMPANY","August 12, 2021",Gale Helps Manassas City Public Schools Provide Mental Health and Wellness Resources to Students,kayla.siefker@cengage.com,https://www.k12dive.com/press-release/20210812-gale-helps-manassas-city-public-schools-provide-mental-health-and-wellness/
DISCOVERY EDUCATION,"August 11, 2021",Minnesota’s Bloomington Public Schools Set to Open School Year with New Digital Resources Supporting Science Education from Discovery Education,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20210811-minnesotas-bloomington-public-schools-set-to-open-school-year-with-new-dig/
DIGITAL PROMISE,"August 10, 2021",Largest Cohort Ever Joins Verizon Innovative Learning,jschuler@digitalpromise.org,https://www.k12dive.com/press-release/20210810-largest-cohort-ever-joins-verizon-innovative-learning/
CODERZ,"August 09, 2021",Leading Researcher Partnered with CoderZ to Write a White Paper on Fostering and Assessing Students Creativity and Collaboration Skills,Not Provided,https://www.k12dive.com/press-release/20210809-leading-researcher-partnered-with-coderz-to-write-a-white-paper-on-fosterin/
ACTIVATE LEARNING,"August 05, 2021",Activate Learning Partners with OpenSciEd to provide the First Interactive Digital Edition of OpenSciEd and Material Kits for Middle School Science,ccoots@activatelearning.com,https://www.k12dive.com/press-release/20210805-activate-learning-partners-with-openscied-to-provide-the-first-interactive/
Not Provided,"August 03, 2021",LearnPlatform Launches Evidence Services To Support Edtech Providers To Meet ESSA Requirements,Not Provided,https://www.k12dive.com/press-release/20210803-learnplatform-launches-evidence-services-to-support-edtech-providers-to-mee/
RENAISSANCE,"August 02, 2021",National Report Reveals Students Are Behind in Reading and Math,pr@renaissance.com,https://www.k12dive.com/press-release/20210802-national-report-reveals-students-are-behind-in-reading-and-math/
DISCOVERY EDUCATION,"August 02, 2021",Toombs County Schools Launches New Partnership with Discovery Education Bringing Award-Winning Digital Resources to All Students in the 2021-2022 School Year,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20210802-georgias-toombs-county-schools-launches-new-partnership-with-discovery-edu/
Not Provided,"July 27, 2021",TinkRworks Raises $3.5 Million in Series Seed Funding To Drive Innovation in K8 STEAM Education,Not Provided,https://www.k12dive.com/press-release/20210726-tinkrworks-raises-35-million-in-series-seed-funding-to-drive-innovation-i/
Not Provided,"July 21, 2021",BYJU’S Accelerates Its Plans to Build the World’s Largest Learning Brand With $500M Acquisition of Leading U.S.-Based Kids Digital Reading Platform Epic,Not Provided,https://www.k12dive.com/press-release/20210721-byjus-accelerates-its-plans-to-build-the-worlds-largest-learning-brand-wi/
DISCOVERY EDUCATION,"July 19, 2021",Martin County School District Selects Digital Resource from Discovery Education to Educate All Students for Success,Not Provided,https://www.k12dive.com/press-release/20210719-martin-county-school-district-selects-digital-resource-from-discovery-educa/
DIGITAL PROMISE,"July 15, 2021",Digital Promise Publishes Resources for District Leaders Looking to Spend COVID-19 Relief Funds,Not Provided,https://www.k12dive.com/press-release/20210715-digital-promise-publishes-resources-for-district-leaders-looking-to-spend-c/
ILLUSTRATIVE MATHEMATICS,"July 15, 2021",Illustrative Mathematics Introduces IM K–5 Math Curriculum,Not Provided,https://www.k12dive.com/press-release/20210714-illustrative-mathematics-introduces-im-k5-math-curriculum/
ACCELERATE LEARNING,"July 14, 2021",STEMscopes Math Receives Learning List's Top Rating for Alignment to CCSS for Grades K-5,Not Provided,https://www.k12dive.com/press-release/20210713-stemscopes-math-receives-learning-lists-top-rating-for-alignment-to-ccss-f/
DISCOVERY EDUCATION,"July 13, 2021",New Features Added to Discovery Education’s K-12 Learning Platform Gives Teachers New Ways to Engage Students with Digital Content Everyday,Not Provided,https://www.k12dive.com/press-release/20210713-new-features-added-to-discovery-educations-k-12-learning-platform-gives-te/
LEXIA LEARNING,"July 12, 2021",Lexia Learning Rebrands Award-Winning Rosetta Stone English as Lexia English Language Development; Releases Version 2.0 to Enhance the User Experience,Not Provided,https://www.k12dive.com/press-release/20210712-lexia-learning-rebrands-award-winning-rosetta-stone-english-as-lexia-englis/
DISCOVERY EDUCATION,"July 08, 2021",Arizona Department of Education Announces Partnership with Discovery Education to Bring Flexible Digital Resources to All Students,Not Provided,https://www.k12dive.com/press-release/20210708-arizona-department-of-education-announces-partnership-with-discovery-educat/
TEACHERMADE,"July 06, 2021","TeacherMade PRO, the premier app for making interactive digital worksheets, is now available for school and district purchase orders",Not Provided,https://www.k12dive.com/press-release/20210630-teachermade-pro-the-premier-app-for-making-interactive-digital-worksheets/
DISCOVERY EDUCATION,"July 01, 2021",Bristol Public Schools Extends Long-Term Partnership with Discovery Education to Enhance Civic Literacy,Not Provided,https://www.k12dive.com/press-release/20210701-bristol-public-schools-extends-long-term-partnership-with-discovery-educati/
LEARNING ALLY,"June 30, 2021",The Learning Ally Audiobook Solution Named SIIA Education Technology 2021 CODiE Award Finalist for Best Virtual Learning Solution,Not Provided,https://www.k12dive.com/press-release/20210630-the-learning-ally-audiobook-solution-named-siia-education-technology-2021-c/
Not Provided,"June 28, 2021",Colorado’s District 49 Partners with LearnPlatform to Develop Effective EdTech Ecosystem,Not Provided,https://www.k12dive.com/press-release/20210627-colorados-district-49-partners-with-learnplatform-to-develop-effective-edt/
CITE - CALIFORNIA IT IN EDUCATION,"June 24, 2021",California IT in Education (CITE) Opens 2021 CITE Award Nominations,Not Provided,https://www.k12dive.com/press-release/20210623-california-it-in-education-cite-opens-2021-cite-award-nominations/
MIEN COMPANY,"June 23, 2021",MiEN Company Releases New Guide on Creating Active Learning Spaces,Not Provided,https://www.k12dive.com/press-release/20210623-mien-company-releases-new-guide-on-creating-active-learning-spaces/
PARENTSQUARE,"June 23, 2021",Beaverton School District in Oregon Selects ParentSquare for its School-to-Home Engagement Platform,Not Provided,https://www.k12dive.com/press-release/20210623-beaverton-school-district-in-oregon-selects-parentsquare-for-its-school-to-/
NOREDINK,"June 22, 2021",NoRedInk Integrates with Canvas to Bring Writing Curriculum to More Students,Not Provided,https://www.k12dive.com/press-release/20210622-noredink-integrates-with-canvas-to-bring-writing-curriculum-to-more-student-1/
AVID,"June 21, 2021",AVID Reveals Summer’s Hottest Topics for Professional Development in K-12 Education,Not Provided,https://www.k12dive.com/press-release/20210621-avid-reveals-summers-hottest-topics-for-professional-development-in-k-12-e/
MASSACHUSETTS MAYFLOWER ACADEMY,"June 17, 2021",Massachusetts Mayflower Academy Celebrates 2021 Graduates,Not Provided,https://www.k12dive.com/press-release/20210617-massachusetts-mayflower-academy-celebrates-2021-graduates/
